,concept,ui,source,sourceConcept,obsolete,name,termType,language
57,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0206255,A32286427,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0026871,false,"Vaccine, Malaria",PM,ENG
58,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0206255,A30054644,MEDCIN,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MEDCIN/347403,false,malaria vaccine (medication),FN,ENG
59,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0206255,A8328504,MTH,NONE,false,Malaria Vaccines,PN,ENG
60,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0206255,A18615801,CHV,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/CHV/0000020884,false,malaria vaccines,SY,ENG
61,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0206255,A7498616,MSHGER,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHGER/M0026871,false,Malariavakzinen,MH,GER
62,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0206255,A18975698,MSHPOL,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHPOL/M0026871,false,Szczepionki przeciw malarii,SY,POL
63,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0206255,A9236066,MSHSPA,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHSPA/M0026871,false,Vacunas contra la Malaria,MH,SPA
64,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0206255,A7934702,MSHJPN,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHJPN/M0026871,false,ワクチン-マラリア,SY,JPN
65,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0206255,A33248226,MSHSPA,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHSPA/M0026871,false,Vacuna contra la Malaria,ET,SPA
66,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0206255,A9136777,MSHPOR,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHPOR/M0026871,false,Vacinas Antimaláricas,MH,POR
67,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0206255,A33242140,MSHPOR,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHPOR/M0026871,false,Vacina contra a Malária,ET,POR
68,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0206255,A9168450,MSHFRE,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHFRE/M0026871,false,Vaccins contre le paludisme,MH,FRE
69,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0206255,A27686158,MSHFRE,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHFRE/M0026871,false,Vaccins antipaludiques,ET,FRE
70,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0206255,A33230607,MSHPOR,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHPOR/M0026871,false,Vacinas contra a Malária,ET,POR
71,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0206255,A33243379,MSHPOR,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHPOR/M0026871,false,Vacina contra Malária,ET,POR
72,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0206255,A8040320,MSHRUS,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHRUS/M0026871,false,ПРОТИВОМАЛЯРИЙНЫЕ ВАКЦИНЫ,SY,RUS
73,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0206255,A11750455,MSHSWE,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHSWE/M0026871,false,Malariavacciner,MH,SWE
74,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A32283957,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0022459,false,Synthetic Vaccine,ET,ENG
75,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A26644974,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0022459,false,Synthetic Vaccines,ET,ENG
76,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A0131129,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0022459,false,"Vaccines, Synthetic",MH,ENG
77,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A26626063,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0022459,false,"Immunogens, Synthetic",ET,ENG
78,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A26604469,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0022459,false,Synthetic Immunogens,ET,ENG
79,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A23867607,LCH_NW,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/LCH_NW/sh88007866,false,Synthetic vaccines,PT,ENG
80,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A0320096,CSP,NONE,false,synthetic vaccine,PT,ENG
81,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A32284447,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0022459,false,"Vaccine, Synthetic",PM,ENG
82,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A7511389,MSHGER,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHGER/M0022459,false,"Vakzine, synthetische",MH,GER
83,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A15687678,MSHJPN,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHJPN/M0022459,false,合成ワクチン,PT,JPN
84,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A13485604,MSHRUS,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHRUS/M0022459,false,IMMUNOGENY SINTETICHESKIE,SY,RUS
85,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A13491889,MSHRUS,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHRUS/M0022459,false,SINTETICHESKIE VAKTSINY,SY,RUS
86,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A8049715,MSHRUS,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHRUS/M0022459,false,ХИМИЧЕСКИЕ ВАКЦИНЫ,SY,RUS
87,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A27533551,MSHFRE,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHFRE/M0022459,false,Immunogènes synthétiques,ET,FRE
88,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A15687679,MSHJPN,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHJPN/M0022459,false,合成免疫原,SY,JPN
89,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A15705189,MSHJPN,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHJPN/M0022459,false,組換ワクチン,SY,JPN
90,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A26529177,MSHNOR,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHNOR/M0022459,false,"Not Translated[Vaccines, Synthetic]",MH,NOR
91,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A18991384,MSHPOL,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHPOL/M0022459,false,Szczepionki półsyntetyczne,SY,POL
92,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A27744002,MSHPOR,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHPOR/M0022459,false,Imunógenos Sintéticos,ET,POR
93,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A13523428,MSHRUS,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHRUS/M0022459,false,POLUSINTETICHESKIE VAKTSINY,SY,RUS
94,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A8013519,MSHRUS,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHRUS/M0022459,false,АНТИГЕНЫ СИНТЕТИЧЕСКИЕ,SY,RUS
95,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A33933173,MSHCZE,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHCZE/M0022459,false,vakcíny syntetické,ET,CZE
96,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A9168467,MSHFRE,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHFRE/M0022459,false,Vaccins synthétiques,MH,FRE
97,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A27651797,MSHGER,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHGER/M0022459,false,"Impfstoffe, synthetische",ET,GER
98,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A27526507,MSHGER,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHGER/M0022459,false,Synthetische Vakzinen,ET,GER
99,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A24693691,MSHJPN,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHJPN/M0022459,false,組換えワクチン,SY,JPN
100,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A15696418,MSHJPN,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHJPN/M0022459,false,ワクチン-合成,SY,JPN
101,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A18980894,MSHPOL,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHPOL/M0022459,false,Antygeny syntetyczne,SY,POL
102,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A9136818,MSHPOR,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHPOR/M0022459,false,Vacinas Sintéticas,MH,POR
103,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A33224022,MSHPOR,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHPOR/M0022459,false,Vacina Sintética,ET,POR
104,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A13523427,MSHRUS,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHRUS/M0022459,false,ANTIGENY SINTETICHESKIE,SY,RUS
105,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A8033013,MSHRUS,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHRUS/M0022459,false,МОЛЕКУЛЯРНЫЕ ВАКЦИНЫ,SY,RUS
106,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A8043942,MSHRUS,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHRUS/M0022459,false,СИНТЕТИЧЕСКИЕ ВАКЦИНЫ,SY,RUS
107,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A33227784,MSHSPA,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHSPA/M0022459,false,Vacuna Sintética,ET,SPA
108,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A27638403,MSHSPA,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHSPA/M0022459,false,Inmunógenos Sintéticos,ET,SPA
109,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A27617287,MSHITA,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHITA/M0022459,false,Immunogeni sintetici,ET,ITA
110,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A15696419,MSHJPN,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHJPN/M0022459,false,合成抗原,SY,JPN
111,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A13479358,MSHRUS,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHRUS/M0022459,false,MOLEKULIARNYE VAKTSINY,SY,RUS
112,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042213,A9223456,MSHSPA,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHSPA/M0022459,false,Vacunas Sintéticas,MH,SPA
113,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042742,A22732057,ATC,NONE,false,VIRAL VACCINES,PT,ENG
114,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042742,A18613410,CHV,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/CHV/0000013012,false,viral vaccines,PT,ENG
115,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042742,A0320258,CSP,NONE,false,viral vaccine,PT,ENG
116,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042742,A35456072,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C96404,false,Antiviral Vaccine,SY,ENG
117,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042742,A18576064,CHV,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/CHV/0000013012,false,viral vaccine,SY,ENG
118,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042742,A0470799,LCH,NONE,false,Viral vaccines,PT,ENG
119,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042742,A15295047,MEDCIN,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MEDCIN/197206,false,viral vaccines,PT,ENG
120,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042742,A32281040,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0022738,false,"Vaccine, Viral",PM,ENG
121,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042742,A0132652,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0022738,false,Viral Vaccines,MH,ENG
122,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042742,A0131133,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0022738,false,"Vaccines, Viral",PM,ENG
123,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042742,A0320257,AOD,NONE,false,viral vaccine,DE,ENG
124,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042742,A23862539,LCH_NW,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/LCH_NW/sh85143735,false,Viral vaccines,PT,ENG
125,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042742,A0132653,MTH,NONE,false,Viral Vaccines,PN,ENG
126,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042742,A32285434,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0022738,false,Viral Vaccine,ET,ENG
127,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042742,A15199010,MEDCIN,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MEDCIN/197206,false,viral vaccines (medication),FN,ENG
128,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042742,A20245587,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C96404,false,Viral Vaccine,PT,ENG
129,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042742,A35451839,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C96404,false,Virus Vaccine,SY,ENG
130,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0042742,A27667815,MSHFRE,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHFRE/M0022738,false,Vaccin antiviral,ET,FRE
