763106,"poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Suspension [Ipol]",SBD
763106,IPOL vaccine Injectable Suspension,PSN
763106,"Ipol (poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT/ML per 0.5 ML) Injectable Suspension",SY
792155,"tetanus toxoid vaccine, inactivated Prefilled Syringe",SCDF
792156,tetanus toxoid vaccine 10 UNT per 0.5 ML Prefilled Syringe,SY
792156,"0.5 ML tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe",SCD
797629,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,IN
797630,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML,SCDC
797631,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine,IN
797632,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML,SCDC
797633,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine,IN
797634,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML,SCDC
797635,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine,IN
797752,hepatitis B surface antigen vaccine,IN
797753,hepatitis B surface antigen vaccine 0.02 MG/ML,SCDC
798220,Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine,IN
798222,Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine,IN
798224,Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine,IN
798226,Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine,IN
798228,Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine,IN
798230,Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine,IN
798232,Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine,IN
798262,"L1 protein, human papillomavirus type 11 vaccine",IN
798263,"L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML",SCDC
798264,"L1 protein, human papillomavirus type 16 vaccine",IN
798265,"L1 protein, human papillomavirus type 16 vaccine 0.08 MG/ML",SCDC
798266,"L1 protein, human papillomavirus type 18 vaccine",IN
798267,"L1 protein, human papillomavirus type 18 vaccine 0.04 MG/ML",SCDC
798268,"L1 protein, human papillomavirus type 6 vaccine",IN
798269,"L1 protein, human papillomavirus type 6 vaccine 0.04 MG/ML",SCDC
798272,"L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.04 MG/ML [Gardasil]",SBDC
798274,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.04 MG/ML Injection [Gardasil]",SBD
798274,GARDASIL 0.5 ML Injection,PSN
798274,"Gardasil, Human Papillomavirus Quadrivalent (Types 6,11,16,18) Vaccine, Recombinant 0.5 ML Injection",SY
798277,"L1 protein, human papillomavirus type 11 vaccine / L1 protein, human papillomavirus type 16 vaccine / L1 protein, human papillomavirus type 18 vaccine / L1 protein, human papillomavirus type 6 vaccine Prefilled Syringe [Gardasil]",SBDF
798278,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.04 MG/ML Prefilled Syringe [Gardasil]",SBD
798278,"Gardasil, Human Papillomavirus Quadrivalent (Types 6,11,16,18) Vaccine, Recombinant 0.5 ML Prefilled Syringe",SY
798278,GARDASIL 0.5 ML Prefilled Syringe,PSN
798279,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",IN
798286,human-bovine reassortant rotavirus strain G1 vaccine,IN
798286,human rotavirus A type G1P7(5) strain WI79 live antigen,SY
798287,human-bovine reassortant rotavirus strain G1 vaccine 1100000 UNT/ML,SCDC
798288,human-bovine reassortant rotavirus strain G2 vaccine,IN
798288,human rotavirus A type G2P7(5) strain SC2 live antigen,SY
798289,human-bovine reassortant rotavirus strain G2 vaccine 1400000 UNT/ML,SCDC
798290,human-bovine reassortant rotavirus strain G3 vaccine,IN
798290,human rotavirus A type G3P7(5) strain WI78 live antigen,SY
798291,human-bovine reassortant rotavirus strain G3 vaccine 1100000 UNT/ML,SCDC
798292,human-bovine reassortant rotavirus strain G4 vaccine,IN
798292,human rotavirus A type G4P7(5) strain BRB live antigen,SY
798293,human-bovine reassortant rotavirus strain G4 vaccine 1000000 UNT/ML,SCDC
798294,human-bovine reassortant rotavirus strain P1A[8] vaccine,IN
798294,human rotavirus A type G6P1A(8) strain WI79 live antigen,SY
798295,human-bovine reassortant rotavirus strain P1A[8] vaccine 1150000 UNT/ML,SCDC
798298,human-bovine reassortant rotavirus strain G1 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G2 vaccine 1400000 UNT/ML / human-bovine reassortant rotavirus strain G3 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G4 vaccine 1000000 UNT/ML / human-bovine reassortant rotavirus strain P1A[8] vaccine 1150000 UNT/ML [RotaTeq],SBDC
798300,human-bovine reassortant rotavirus strain G1 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G2 vaccine 1400000 UNT/ML / human-bovine reassortant rotavirus strain G3 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G4 vaccine 1000000 UNT/ML / human-bovine reassortant rotavirus strain P1A[8] vaccine 1150000 UNT/ML Oral Suspension [RotaTeq],SBD
798300,"RotaTeq, Rotavirus, live pentavalent (RV5) Oral Vaccine",PSN
798300,"RotaTeq, Rotavirus, live pentavalent (RV5) Oral Vaccine",SY
798302,"acellular pertussis vaccine, inactivated",IN
798304,"diphtheria toxoid vaccine, inactivated",IN
798305,"diphtheria toxoid vaccine, inactivated 13.4 UNT/ML",SCDC
798306,"tetanus toxoid vaccine, inactivated",IN
798307,"tetanus toxoid vaccine, inactivated 10 UNT/ML",SCDC
798361,hepatitis A vaccine (inactivated) strain HM175,IN
798362,hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML,SCDC
798365,hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML [Havrix],SBDC
798372,"mumps virus vaccine live, Jeryl Lynn strain",IN
798373,"mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML",SCDC
798375,"mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML Injectable Solution",SCD
798420,hepatitis B surface antigen vaccine Injectable Suspension,SCDF
798422,hepatitis B surface antigen vaccine 0.02 MG/ML [Engerix-B],SBDC
798425,hepatitis B surface antigen vaccine Prefilled Syringe,SCDF
798426,"hepatitis B surface antigen vaccine 20 MCG/ML Prefilled Syringe, 1 ML",SY
798426,1 ML hepatitis B surface antigen vaccine 0.02 MG/ML Prefilled Syringe,SCD
798426,hepatitis B vaccine (recombinant) adult 20 MCG in 1 ML Prefilled Syringe,PSN
798427,hepatitis B surface antigen vaccine Prefilled Syringe [Engerix-B],SBDF
798428,1 ML hepatitis B surface antigen vaccine 0.02 MG/ML Prefilled Syringe [Engerix-B],SBD
798428,1 ML Engerix-B (Adult Dose) 0.02 MG/ML Prefilled Syringe,SY
798428,Engerix-B 20 MCG per 1 ML Prefilled Syringe,SY
798428,1 ML Engerix-B 20 MCG/ML Prefilled Syringe,SY
798428,ENGERIX-B adult 20 MCG in 1 ML Prefilled Syringe,PSN
798429,0.5 ML hepatitis B surface antigen vaccine 0.02 MG/ML Prefilled Syringe,SCD
798429,hepatitis B surface antigen vaccine 0.01 MG per 0.5 ML Prefilled Syringe,SY
798429,hepatitis B surface antigen vaccine 10 MCG per 0.5 ML Prefilled Syringe,SY
798429,hepatitis B vaccine (recombinant) pediatric/adolescent 10 MCG in 0.5 ML Prefilled Syringe,PSN
798430,0.5 ML hepatitis B surface antigen vaccine 0.02 MG/ML Prefilled Syringe [Engerix-B],SBD
798430,Engerix-B 10 MCG per 0.5 ML Prefilled Syringe,SY
798430,"Engerix-B, Hepatitis B Surface Antigen Vaccine, Adsorbed (Pediatric Dose) 0.5 ML Prefilled Syringe",SY
798430,0.5 ML Engerix-B Pediatric 20 MCG/ML Prefilled Syringe,SY
798430,ENGERIX-B pediatric/adolescent 10 MCG in 0.5 ML Prefilled Syringe,PSN
798438,hepatitis B surface antigen vaccine 0.01 MG/ML,SCDC
798441,Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML / hepatitis B surface antigen vaccine 0.01 MG/ML [COMVAX],SBDC
798443,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML / hepatitis B surface antigen vaccine 0.01 MG/ML Injection [COMVAX],SBD
798443,Comvax (Haemophilus influenzae b (Ross strain) capsular polysaccharide (7.5 MCG) Meningococcal Protein (125 MCG) Conjugate Vaccine / Hepatitis B Surface Antigen Vaccine 5 MCG) per 0.5 ML Injection,SY
798443,"Comvax, Haemophilus b Conjugate (Meningococcal Protein Conjugate) and Hepatitis B (Recombinant) Vaccine Injection",SY
798443,COMVAX Injection 0.5 ML Injection,PSN
798444,Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine,IN
798445,Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML,SCDC
798447,Haemophilus b (meningococcal protein conjugate) (Hib) 0.5 mL Injection,PSN
798447,Haemophilus b conjugate vaccine (meningococcal protein conjugate) 0.5 ML Injection,SY
798447,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML Injection,SCD
798449,Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML [PedvaxHIB],SBDC
798451,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML Injection [PedvaxHIB],SBD
798451,"PedvaxHIB, Haemophilus b conjugate vaccine (Meningococcal protein conjugate) 0.5 ML Injection",SY
798451,0.5 ML PedvaxHIB 0.265 MG/ML Injection,SY
798451,PedvaxHIB vaccine 0.5 ML Injection,PSN
798476,hepatitis A vaccine (inactivated) strain HM175 Prefilled Syringe,SCDF
798478,hepatitis A vaccine (inactivated) strain HM175 Prefilled Syringe [Havrix],SBDF
798479,1 ML hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML Prefilled Syringe [Havrix],SBD
798479,"Havrix, Hepatitis A Vaccine (Inactivated), (Adult Dose) 1 ML Prefilled Syringe",SY
798479,HAVRIX adult vaccine 1440 UNT in 1 ML Prefilled Syringe,PSN
798482,0.5 ML hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML Prefilled Syringe [Havrix],SBD
798482,"Havrix, Hepatitis A Vaccine (Inactivated), (Pediatric Dose) 0.5 ML Prefilled Syringe",SY
798482,"Havrix 720 UNT per 0.5 ML Prefilled Syringe, 0.5 ML",SY
798482,HAVRIX pediatric/adolescent vaccine 720 UNT in 0.5 ML Prefilled Syringe,PSN
801709,"diphtheria toxoid vaccine, inactivated 50 UNT/ML",SCDC
801712,"tetanus toxoid vaccine, inactivated 20 UNT/ML",SCDC
801721,Kinrix,BN
801826,"acellular pertussis vaccine, inactivated 96 UNT/ML",SCDC
801829,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML",SCDC
803362,hepatitis A vaccine (inactivated) strain HM175 720 UNT/ML,SCDC
803365,hepatitis A vaccine (inactivated) strain HM175 720 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML [Twinrix],SBDC
803367,1 ML hepatitis A vaccine (inactivated) strain HM175 720 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML Injection [Twinrix],SBD
803367,Twinrix Hepatitis A inactivated and Hepatitis B (recombinant) Vaccine 1 ML Injection,SY
803367,TWINRIX vaccine 1 ML Injection,PSN
803370,hepatitis A vaccine (inactivated) strain HM175 / hepatitis B surface antigen vaccine Prefilled Syringe [Twinrix],SBDF
803371,1 ML hepatitis A vaccine (inactivated) strain HM175 720 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML Prefilled Syringe [Twinrix],SBD
803371,Twinrix Hepatitis A Inactivated and Hepatitis B (Recombinant) Vaccine 1 ML Prefilled Syringe,SY
803371,TWINRIX vaccine 1 ML Prefilled Syringe,PSN
804179,"measles virus vaccine live, Enders' attenuated Edmonston strain",IN
804180,"measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML",SCDC
804181,"mumps virus vaccine live, Jeryl Lynn strain 25000 UNT/ML",SCDC
804184,"measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 25000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML [M-M-R II]",SBDC
804186,"0.5 ML measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 25000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML Injection [M-M-R II]",SBD
804186,"M-M-R II, Measles, Mumps, and Rubella Virus Vaccine Live 0.5 ML Injection",SY
804186,M-M-R II vaccine 0.5 ML Injection,PSN
804187,yellow fever virus strain 17D-204 live antigen,IN
804188,yellow fever virus strain 17D-204 live antigen 4000 UNT/ML,SCDC
804191,yellow fever virus strain 17D-204 live antigen 4000 UNT/ML [YF-Vax],SBDC
805373,"diphtheria toxoid vaccine, inactivated 30 UNT/ML",SCDC
805376,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [Pentacel]",SBDC
805378,"Pentacel DTaP-IPV/Hib (Diphtheria and Tetanus Toxoids and Acellular Pertussis, Inactivated Poliovirus (mIPV) and Haemophilus b Conjugate (Tetanus Toxoid Conjugate)) 0.5 ML Injection",SY
805378,Pentacel (with mIPV) vaccine 0.5 ML Injection,PSN
805378,"0.5 ML acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Pentacel]",SBD
805573,"rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain",IN
805574,"rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 1000000 UNT/ML",SCDC
805577,"rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 1000000 UNT/ML [Rotarix]",SBDC
805579,"rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 1000000 UNT/ML Oral Suspension [Rotarix]",SBD
805579,"Rotarix, Rotavirus, live attenuated (RV1) G1P[8] Vaccine 1 ML Lyophilized Powder for Oral Suspension",SY
805579,"Rotarix, Rotavirus, live attenuated (RV1) G1P[8] Vaccine 1 mL Lyophilized Powder for Oral Suspension",PSN
806594,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Prefilled Syringe [Boostrix]",SBDF
807219,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain",IN
807220,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain 0.05 MG/ML",SCDC
807223,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain 0.05 MG/ML [Typhim VI]",SBDC
807225,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution [Typhim VI]",SBD
807225,"Typhim Vi, Typhoid Vi Polysaccharide Vaccine Injectable Solution",SY
807225,Typhim Vi Injectable Solution,PSN
807271,"diphtheria toxoid vaccine, inactivated 4 UNT/ML",SCDC
807414,"diphtheria toxoid vaccine, inactivated 25 UNT/ML",SCDC
824539,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Prefilled Syringe [Infanrix]",SBDF
829893,"acellular pertussis vaccine, inactivated 0.116 MG/ML",SCDC
829972,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [PEDIARIX]",SBDC
829988,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / hepatitis B surface antigen vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Prefilled Syringe [PEDIARIX]",SBDF
829989,"0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe [PEDIARIX]",SBD
829989,"PEDIARIX DTaP-HepB-IPV (Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed, Hepatitis B (Recombinant) and Inactivated Poliovirus Vaccine) 0.5 ML Prefilled Syringe",SY
829989,PEDIARIX vaccine 0.5 ML Prefilled Syringe,PSN
830212,hepatitis B surface antigen vaccine 0.01 MG/ML [Recombivax],SBDC
830236,hepatitis B surface antigen vaccine 0.005 MG/ML,SCDC
830237,hepatitis B surface antigen vaccine 2.5 MCG per 0.5 ML Injectable Suspension,SY
830237,hepatitis B surface antigen vaccine 5 MCG/ML Injectable Suspension,SY
830237,hepatitis B surface antigen vaccine 0.005 MG/ML Injectable Suspension,SCD
830243,1 ML hepatitis B surface antigen vaccine 0.01 MG/ML Prefilled Syringe,SCD
830243,hepatitis B surface antigen vaccine 0.01 MG per 1 ML Prefilled Syringe,SY
830243,hepatitis B surface antigen vaccine 10 MCG per 1 ML Prefilled Syringe,SY
830243,hepatitis B vaccine (recombinant) adult (HepB) 10 MCG in 1 ML Prefilled Syringe,PSN
830244,hepatitis B surface antigen vaccine Prefilled Syringe [Recombivax],SBDF
830245,1 ML hepatitis B surface antigen vaccine 0.01 MG/ML Prefilled Syringe [Recombivax],SBD
830245,"1 ML Recombivax HB, Hepatitis B vaccine (recombinant) adult formulation Prefilled Syringe",SY
830245,"Recombivax HB, Hepatitis B vaccine (recombinant) adult formulation 10 MCG per 1 ML Prefilled Syringe",SY
830245,RECOMBIVAX HB adult vaccine 1 ML Prefilled Syringe,PSN
830252,0.5 ML hepatitis B surface antigen vaccine 0.01 MG/ML Prefilled Syringe,SCD
830252,hepatitis B surface antigen vaccine 0.005 MG per 0.5 ML Prefilled Syringe,SY
830252,hepatitis B surface antigen vaccine 5 MCG per 0.5 ML Prefilled Syringe,SY
830252,hepatitis B vaccine (recombinant) pediatric/adolescent (HepB) 5 MCG/0.5 ML Prefilled Syringe,PSN
830253,0.5 ML hepatitis B surface antigen vaccine 0.01 MG/ML Prefilled Syringe [Recombivax],SBD
830253,0.5 ML Recombivax HB Pediatric/Adolescent 10 MCG/ML Prefilled Syringe,SY
830253,"0.5 ML Recombivax HB, hepatitis B vaccine (recombinant) Prefilled Syringe",SY
830253,Recombivax HB 5 MCG per 0.5 ML Prefilled Syringe,SY
830253,RECOMBIVAX HB pediatric/adolescent vaccine 0.5 ML Prefilled Syringe,PSN
830457,rabies virus vaccine flury-lep strain,IN
830458,rabies virus vaccine flury-lep strain 2.5 UNT/ML,SCDC
830461,rabies virus vaccine flury-lep strain 2.5 UNT/ML [RabAvert],SBDC
830463,RabAvert 2.5 UNT per 1 ML Injection,SY
830463,1 ML rabies virus vaccine flury-lep strain 2.5 UNT/ML Injection [RabAvert],SBD
830463,1 ML RabAvert 2.5 UNT/ML Injection,SY
830463,RabAvert 2.5 UNT in 1 ML Injection,PSN
830464,"rabies virus vaccine wistar strain PM-1503-3M (human), inactivated",IN
830465,"rabies virus vaccine wistar strain PM-1503-3M (human), inactivated 2.5 UNT/ML",SCDC
830550,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [Kinrix]",SBDC
830552,KINRIX DTaP-IPV (Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine) 0.5 ML Injection,SY
830552,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Kinrix]",SBD
830552,KINRIX vaccine 0.5 ML Injection,PSN
